movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
A Cinderella Story,0.05,0.1,0.0,0.05,0.0,0.6,0.0,0.1,0.0,0.5,0.0,0.8,0.2,1.0,0.0,0.05,0.0,0.2,0.15,0.05,0.0,0.9,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Waterworld,0.8,0.75,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.7,0.1,0.2,0.95,0.05,0.0,0.1,0.2,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.05,0.0,0.9
Logan Lucky,0.85,0.6,0.0,0.05,0.0,0.7,0.95,0.8,0.0,0.65,0.0,0.1,0.0,1.0,0.15,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.75,0.0,0.2,0.0,0.0,0.0,0.0
Saving Silverman,0.01,0.01,0.0,0.05,0.65,0.85,0.01,0.8,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Longest Ride,0.1,0.2,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.7,0.1,0.4,0.0,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Boat That Rocked,0.2,0.1,0.0,0.4,0.0,0.75,0.15,0.6,0.0,0.65,0.05,0.1,0.0,0.95,0.25,0.2,0.0,0.9,0.85,0.1,0.05,0.1,0.2,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Curious Case of Benjamin Button,0.05,0.1,0.0,0.75,0.95,0.2,0.0,0.15,0.0,0.98,0.6,0.25,0.1,1.0,0.8,0.9,0.0,0.2,0.0,0.65,0.0,0.9,0.0,0.7,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
A Lot Like Love,0.0,0.0,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.6,0.0
Transformers,0.95,0.8,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.15,0.7,0.2,0.6,1.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.9
City Lights,0.05,0.05,0.0,0.85,0.0,0.9,0.0,0.2,0.0,0.95,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.15,0.2,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
