movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Megan Is Missing,0.1,0.05,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.7,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
The World's End,0.7,0.65,0.0,0.05,0.0,0.9,0.1,0.85,0.0,0.6,0.0,0.15,0.05,1.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Sweet Home Alabama,0.1,0.05,0.0,0.05,0.15,0.75,0.0,0.6,0.0,0.8,0.0,0.1,0.0,1.0,0.0,0.1,0.0,0.2,0.3,0.1,0.0,0.95,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Number 23,0.0,0.0,0.0,0.05,0.2,0.05,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.95,0.0,0.0,0.15,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0
The Blob,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.0,1.0,0.0,0.0,0.85,0.0,0.0,0.15,0.0,0.0,0.0,0.7,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Let It Snow,0.05,0.1,0.0,0.2,0.0,0.85,0.0,0.0,0.0,0.7,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.9,0.0
Captain America: Civil War,0.95,0.8,0.0,0.05,0.1,0.2,0.15,0.1,0.0,0.85,0.7,0.6,0.0,1.0,0.1,0.15,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.75,0.15,0.0,0.0,0.0,0.0,0.0
Message in a Bottle,0.05,0.15,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.65,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
True Romance,0.8,0.65,0.0,0.2,0.05,0.75,0.7,0.85,0.0,0.9,0.1,0.05,0.0,1.0,0.05,0.0,0.1,0.4,0.1,0.5,0.6,0.95,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.8,0.0
You Can't Run Forever,0.7,0.65,0.0,0.05,0.1,0.0,0.8,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
One Fast Move,0.7,0.1,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.2,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
Tom & Jerry,0.2,0.15,0.95,0.05,0.0,0.9,0.0,0.2,0.0,0.1,0.0,0.9,0.1,0.95,0.0,0.0,0.1,0.05,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Nine,0.05,0.01,0.0,0.2,0.85,0.5,0.0,0.6,0.0,0.95,0.05,0.0,0.0,1.0,0.0,0.8,0.0,0.9,0.95,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adventureland,0.1,0.3,0.0,0.25,0.05,0.7,0.0,0.6,0.0,0.8,0.0,0.2,0.0,1.0,0.1,0.1,0.0,0.15,0.0,0.05,0.0,0.4,0.45,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Best Christmas Pageant Ever,0.0,0.0,0.0,0.01,0.0,0.95,0.0,0.2,0.0,0.1,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Roy,0.75,0.8,0.0,0.1,0.95,0.05,0.6,0.0,0.0,0.9,0.7,0.1,0.0,1.0,0.9,0.95,0.0,0.1,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.25,0.1,0.9,0.0,0.0,0.0,0.0
The Carpenter,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.1,0.0,0.0,0.0,0.95,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Autumn in New York,0.01,0.05,0.0,0.2,0.02,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.9,0.02,0.0,0.0,0.1,0.05,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.5,0.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,0.7,0.65,0.85,0.1,0.0,0.5,0.05,0.2,0.0,0.15,0.05,0.8,0.75,1.0,0.0,0.0,0.1,0.15,0.05,0.25,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Mr. Harrigan's Phone,0.01,0.01,0.0,0.2,0.85,0.05,0.0,0.05,0.0,0.95,0.05,0.1,0.0,1.0,0.0,0.1,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Best Man,0.05,0.0,0.0,0.0,0.0,0.85,0.0,0.1,0.0,0.75,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0
