movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Tetris,0.01,0.01,0.0,0.1,0.9,0.05,0.01,0.02,0.1,0.95,0.01,0.05,0.0,0.99,0.9,0.9,0.0,0.03,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Varsity Blues,0.2,0.05,0.0,0.05,0.0,0.15,0.0,0.1,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.15,0.0,0.9,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Ring,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Guest,0.7,0.1,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Presumed Innocent,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Vampire Academy,0.6,0.55,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.3,0.8,0.95,0.0,0.0,0.75,0.1,0.0,0.4,0.0,0.65,0.0,0.0,0.0,0.5,0.0,0.0,0.1,0.0,0.05,0.0
Office Christmas Party,0.1,0.05,0.0,0.05,0.0,0.9,0.0,0.75,0.0,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Finest Hours,0.75,0.6,0.0,0.05,0.4,0.0,0.0,0.0,0.0,0.8,0.2,0.5,0.0,1.0,0.7,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.9,0.0,0.0
The Covenant,0.7,0.65,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.6,0.15,0.0,0.0,1.0,0.2,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.25,0.0,0.0
Back to School,0.05,0.05,0.0,0.0,0.0,0.95,0.0,0.9,0.0,0.2,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don't Tell Mom the Babysitter's Dead,0.05,0.1,0.0,0.0,0.0,0.8,0.0,0.75,0.0,0.4,0.0,0.6,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
All Quiet on the Western Front,0.2,0.05,0.0,0.85,0.1,0.0,0.0,0.0,0.0,0.95,0.7,0.0,0.0,0.98,0.9,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0
Tuff Turf,0.85,0.2,0.0,0.05,0.0,0.1,0.9,0.15,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Sinbad: Legend of the Seven Seas,0.85,0.95,0.98,0.5,0.0,0.2,0.0,0.05,0.0,0.3,0.7,0.8,0.9,1.0,0.25,0.15,0.05,0.6,0.25,0.1,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Easy A,0.01,0.01,0.0,0.05,0.0,0.95,0.05,0.8,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.15,0.0,0.2,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
J. Edgar,0.05,0.0,0.0,0.1,0.95,0.0,0.7,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.9,0.95,0.0,0.05,0.0,0.2,0.15,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Wild Wild West,0.85,0.7,0.0,0.1,0.0,0.6,0.05,0.55,0.0,0.2,0.15,0.3,0.25,0.95,0.2,0.15,0.0,0.1,0.05,0.15,0.0,0.1,0.2,0.65,0.0,0.4,0.0,0.75,0.0,0.0,0.0,0.0
Flamin' Hot,0.01,0.01,0.0,0.01,0.75,0.2,0.0,0.1,0.0,0.6,0.0,0.1,0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Looney Tunes: Back in Action,0.7,0.65,0.95,0.1,0.0,0.85,0.15,0.6,0.0,0.2,0.05,0.9,0.7,0.98,0.0,0.0,0.05,0.8,0.9,0.1,0.0,0.05,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
The Adventures of Baron Munchausen,0.75,0.95,0.0,0.2,0.1,0.8,0.0,0.0,0.0,0.6,0.85,0.7,0.9,1.0,0.25,0.0,0.1,0.5,0.15,0.1,0.0,0.05,0.0,0.0,0.0,0.4,0.05,0.0,0.7,0.3,0.0,0.7
Apt Pupil,0.1,0.05,0.0,0.25,0.4,0.0,0.7,0.05,0.0,0.9,0.0,0.0,0.0,1.0,0.6,0.5,0.2,0.05,0.0,0.85,0.15,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
13 Hours: The Secret Soldiers of Benghazi,0.95,0.0,0.0,0.05,0.7,0.0,0.0,0.0,0.0,0.85,0.1,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.75,0.8,0.0,0.0,0.8,0.0,0.0
Metal Lords,0.2,0.05,0.0,0.15,0.0,0.7,0.0,0.4,0.0,0.65,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.95,0.8,0.0,0.0,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Judy,0.01,0.01,0.0,0.05,0.95,0.05,0.01,0.0,0.01,0.9,0.01,0.01,0.0,0.98,0.8,0.0,0.0,0.7,0.2,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.9,0.0,0.0
Jay and Silent Bob Reboot,0.1,0.05,0.0,0.05,0.0,0.95,0.05,0.8,0.0,0.1,0.0,0.15,0.05,1.0,0.0,0.0,0.05,0.1,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
