movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
The Bad Guys,0.2,0.6,0.95,0.1,0.0,0.85,0.05,0.5,0.0,0.3,0.0,0.9,0.15,1.0,0.0,0.0,0.0,0.2,0.3,0.1,0.0,0.05,0.1,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Spencer,0.01,0.01,0.0,0.25,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.9,0.9,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Twilight Saga: Breaking Dawn - Part 2,0.2,0.15,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.6,0.05,0.3,0.4,0.95,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05
Cheaper by the Dozen,0.01,0.05,0.0,0.01,0.1,0.95,0.0,0.15,0.0,0.5,0.05,0.9,0.0,1.0,0.05,0.05,0.0,0.1,0.1,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Heat,0.7,0.05,0.0,0.0,0.0,0.85,0.1,0.7,0.0,0.6,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.0
Far and Away,0.6,0.85,0.0,0.15,0.05,0.1,0.0,0.0,0.0,0.7,0.75,0.3,0.1,1.0,0.65,0.0,0.0,0.2,0.15,0.05,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.8,0.25,0.0
Grown Ups 2,0.01,0.02,0.0,0.01,0.0,0.95,0.0,0.85,0.0,0.2,0.0,0.8,0.0,1.0,0.02,0.0,0.0,0.05,0.0,0.05,0.0,0.15,0.2,0.0,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Iron Eagle,0.95,0.7,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.2,0.15,0.2,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.25,0.0,0.0,0.0,0.0,0.0
The Hunger Games,0.95,0.85,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.8,0.6,0.3,0.15,1.0,0.0,0.0,0.1,0.15,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.05
Transporter 2,0.95,0.7,0.0,0.05,0.0,0.1,0.8,0.0,0.0,0.2,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.05,0.0,0.0,0.0
Unplanned,0.0,0.0,0.0,0.01,0.85,0.05,0.0,0.0,0.2,0.7,0.0,0.05,0.0,0.2,0.7,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peggy Sue Got Married,0.0,0.0,0.0,0.05,0.2,0.4,0.0,0.1,0.0,0.85,0.0,0.15,0.0,1.0,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lethal Weapon 4,0.95,0.2,0.0,0.05,0.0,0.7,0.8,0.65,0.0,0.4,0.1,0.25,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.6,0.15,0.1,0.45,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
John Carter,0.85,0.95,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.2,0.8,0.1,0.9,1.0,0.25,0.0,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.9
Author! Author!,0.01,0.0,0.0,0.4,0.7,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.98,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.8,0.0,0.0
The Sisters Brothers,0.7,0.65,0.0,0.75,0.05,0.8,0.9,0.85,0.0,0.95,0.1,0.0,0.0,1.0,0.2,0.2,0.0,0.15,0.0,0.8,0.25,0.05,0.0,0.0,0.0,0.7,0.0,0.95,0.0,0.0,0.0,0.0
Kinsey,0.0,0.0,0.0,0.1,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.8,0.9,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Adventureland,0.1,0.2,0.0,0.3,0.05,0.7,0.0,0.0,0.0,0.8,0.0,0.2,0.0,1.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.6,0.1,0.4,0.0
Supergirl: Woman of Tomorrow,0.85,0.7,0.0,0.05,0.1,0.1,0.05,0.0,0.0,0.6,0.2,0.4,0.75,0.95,0.15,0.0,0.1,0.15,0.05,0.25,0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.05,0.1,0.0,0.9
Three Men and a Little Lady,0.05,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.8,0.0,0.7,0.0,1.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.4,0.0
The Electric State,0.7,0.65,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.55,0.2,0.1,0.3,0.95,0.05,0.0,0.1,0.1,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.85
The Forest Hills,0.01,0.01,0.0,0.05,0.05,0.1,0.01,0.1,0.0,0.7,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Artifice Girl,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Cyborg,0.95,0.2,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.25,0.05,0.0,0.1,1.0,0.0,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Candy Cane Lane,0.01,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.4,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emma,0.0,0.0,0.0,0.05,0.0,0.75,0.0,0.2,0.0,0.8,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.9,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unstoppable,0.95,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Q: The Winged Serpent,0.2,0.35,0.0,0.15,0.05,0.0,0.05,0.0,0.0,0.4,0.25,0.0,0.6,0.95,0.45,0.0,0.05,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0
Far Haven,0.2,0.4,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.5,0.1,0.2,0.15,0.95,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0
Ghost,0.05,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.1,0.2,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Taxi Driver,0.2,0.0,0.0,0.6,0.0,0.1,0.95,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.1,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Subservience,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Die Another Day,0.95,0.8,0.0,0.05,0.0,0.05,0.1,0.0,0.0,0.2,0.7,0.05,0.15,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.85
Fantastic Beasts: The Crimes of Grindelwald,0.75,0.8,0.0,0.15,0.2,0.1,0.6,0.05,0.0,0.7,0.65,0.3,0.95,1.0,0.4,0.45,0.1,0.25,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
Sweet Home Alabama,0.1,0.05,0.0,0.05,0.15,0.7,0.0,0.4,0.0,0.65,0.0,0.1,0.0,1.0,0.0,0.1,0.0,0.2,0.3,0.1,0.0,0.9,0.95,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
