movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
The Noel Diary,0.0,0.0,0.0,0.05,0.2,0.05,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.95,0.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Boy,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.8,0.0,0.1,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operation Fortune: Ruse de Guerre,0.95,0.8,0.0,0.1,0.05,0.7,0.2,0.0,0.0,0.6,0.25,0.15,0.05,1.0,0.1,0.0,0.0,0.15,0.0,0.85,0.1,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.75,0.05,0.15,0.05
The Fountain,0.1,0.15,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9,0.7,0.0,0.6,1.0,0.0,0.0,0.05,0.3,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.2
How to Be Single,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.9,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hannibal Rising,0.7,0.4,0.0,0.2,0.85,0.05,0.95,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.75,0.8,0.6,0.1,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
The Marvels,0.95,0.7,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.6,0.2,0.25,0.4,1.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
You Gotta Believe,0.05,0.0,0.0,0.1,0.2,0.7,0.0,0.6,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nocturnal Animals,0.25,0.05,0.0,0.7,0.3,0.1,0.6,0.2,0.0,0.95,0.1,0.0,0.0,1.0,0.3,0.2,0.2,0.1,0.0,0.8,0.2,0.4,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Next Friday,0.2,0.05,0.0,0.05,0.0,0.9,0.15,0.85,0.0,0.25,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.1,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Desert Hearts,0.01,0.01,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.2,0.2,0.0,0.05,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waking Ned Devine,0.05,0.6,0.0,0.2,0.7,0.8,0.0,0.3,0.0,0.9,0.1,0.9,0.4,1.0,0.8,0.0,0.0,0.7,0.6,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0
Flightplan,0.1,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.15,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Red Dog,0.05,0.2,0.0,0.15,0.05,0.4,0.0,0.2,0.0,0.7,0.0,0.4,0.0,1.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
Megalopolis,0.6,0.4,0.0,0.1,0.0,0.0,0.15,0.0,0.0,0.55,0.2,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0
Johnny English Reborn,0.85,0.6,0.0,0.05,0.0,0.9,0.1,0.8,0.0,0.2,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Abandoned,0.05,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Dear John,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stuck in Love,0.01,0.0,0.0,0.1,0.05,0.55,0.0,0.4,0.0,0.85,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.15,0.05,0.05,0.0,0.7,0.6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Collector,0.0,0.0,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
Spaceballs,0.7,0.85,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.1,0.15,0.9,0.9,1.0,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,0.95
Waiting for the Barbarians,0.05,0.0,0.0,0.75,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.8,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Day the Earth Blew Up: A Looney Tunes Movie,0.2,0.3,0.95,0.05,0.0,0.9,0.0,0.7,0.0,0.1,0.05,0.9,0.2,1.0,0.0,0.0,0.1,0.6,0.75,0.1,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Double Impact,0.95,0.05,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.85,0.6,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Transporter,0.95,0.2,0.0,0.05,0.0,0.05,0.8,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Alice Through the Looking Glass,0.2,0.75,0.4,0.15,0.0,0.5,0.0,0.3,0.0,0.3,0.1,0.8,0.95,1.0,0.0,0.0,0.05,0.25,0.35,0.1,0.0,0.1,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
A.I. Artificial Intelligence,0.1,0.3,0.7,0.45,0.05,0.15,0.0,0.05,0.0,0.85,0.2,0.6,0.9,1.0,0.0,0.0,0.1,0.25,0.0,0.1,0.0,0.35,0.0,0.95,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Stuart Little,0.05,0.2,0.95,0.1,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.9,0.15,0.9,0.0,0.0,0.0,0.1,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Some Kind of Wonderful,0.05,0.0,0.0,0.1,0.0,0.85,0.0,0.2,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Synecdoche, New York",0.01,0.01,0.0,0.95,0.2,0.1,0.0,0.0,0.02,0.99,0.05,0.0,0.0,0.99,0.05,0.0,0.01,0.15,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.25,0.08,0.0,0.0
The Lighthouse,0.1,0.05,0.0,0.85,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.15,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0
It's What's Inside,0.0,0.0,0.0,0.25,0.1,0.05,0.0,0.0,0.95,0.15,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
Justice League,0.9,0.75,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.6,0.5,0.2,0.3,1.0,0.1,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4
Scream 2,0.05,0.01,0.0,0.02,0.0,0.65,0.05,0.8,0.0,0.2,0.0,0.05,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.9,0.0,0.05,0.05,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0
Spirited,0.1,0.15,0.95,0.2,0.05,0.8,0.0,0.6,0.0,0.7,0.05,0.9,0.9,1.0,0.05,0.05,0.0,0.75,0.9,0.1,0.0,0.6,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Shrek 2,0.1,0.75,0.95,0.2,0.0,0.9,0.0,0.6,0.0,0.25,0.15,0.98,0.9,0.95,0.05,0.0,0.05,0.3,0.4,0.1,0.0,0.5,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
