movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Carlito's Way,0.2,0.0,0.0,0.1,0.2,0.1,0.95,0.1,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Tree of Life,0.01,0.05,0.0,0.85,0.05,0.0,0.0,0.0,0.0,0.95,0.7,0.1,0.02,1.0,0.15,0.0,0.0,0.2,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.0
The Exorcism,0.05,0.01,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.05,1.0,0.0,0.0,0.95,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
U.S. Marshals,0.75,0.2,0.0,0.05,0.1,0.15,0.9,0.1,0.0,0.7,0.15,0.05,0.0,1.0,0.2,0.25,0.0,0.05,0.0,0.6,0.1,0.05,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
Patton,0.95,0.0,0.0,0.05,0.98,0.0,0.0,0.0,0.0,0.9,0.8,0.0,0.0,0.99,0.95,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.99,0.9,0.0,0.99,0.0,0.0
Brother Bear,0.2,0.85,0.95,0.3,0.0,0.6,0.0,0.1,0.0,0.75,0.15,0.9,0.8,1.0,0.05,0.05,0.0,0.4,0.2,0.1,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I Know What You Did Last Summer,0.1,0.05,0.0,0.02,0.0,0.15,0.05,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.05,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0
Horns,0.15,0.05,0.0,0.05,0.0,0.1,0.1,0.2,0.0,0.6,0.0,0.0,0.1,1.0,0.0,0.0,0.4,0.0,0.0,0.7,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
John Wick: Chapter 4,0.98,0.85,0.0,0.1,0.05,0.02,0.95,0.0,0.0,0.7,0.75,0.05,0.02,1.0,0.01,0.0,0.05,0.2,0.0,0.15,0.05,0.01,0.0,0.0,0.0,0.9,0.02,0.0,0.01,0.01,0.0,0.01
The Wall,0.2,0.0,0.0,0.4,0.5,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Perfect Addiction,0.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
