movie,action,adventure,animation,art,biography,comedy,crime,dark_comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark comedy,historical drama,romantic comedy,science fiction
The Ten Commandments,0.6,0.75,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.8,0.9,0.6,0.3,1.0,0.95,0.9,0.0,0.15,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0
Godzilla,0.95,0.85,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.7,0.2,0.15,0.98,0.05,0.0,0.8,0.05,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
The Secret Life of Walter Mitty,0.15,0.2,0.0,0.35,0.1,0.4,0.0,0.0,0.0,0.9,0.05,0.1,0.15,0.95,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.15,0.0
The Expendables,0.95,0.7,0.0,0.05,0.0,0.2,0.1,0.15,0.0,0.1,0.15,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0
Ice Age: Continental Drift,0.65,0.9,0.98,0.1,0.0,0.8,0.0,0.0,0.0,0.4,0.2,0.95,0.15,1.0,0.05,0.0,0.0,0.25,0.05,0.1,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.55,0.0,0.15,0.05
Chronicle,0.85,0.6,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.75,0.15,0.1,0.2,0.95,0.0,0.0,0.15,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.7
Project Hail Mary,0.6,0.7,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.5,0.4,0.2,0.1,0.95,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.9,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Clifford the Big Red Dog,0.0,0.2,0.95,0.05,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.9,0.1,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
Scarface,0.95,0.05,0.0,0.1,0.2,0.0,0.98,0.0,0.0,0.9,0.15,0.0,0.0,1.0,0.1,0.0,0.05,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.1,0.0,0.0
Dan in Real Life,0.01,0.01,0.0,0.05,0.05,0.85,0.01,0.7,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.1,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Titus,0.7,0.65,0.0,0.15,0.8,0.05,0.2,0.0,0.0,0.95,0.75,0.2,0.1,1.0,0.9,0.98,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.0
Fool's Gold,0.2,0.3,0.0,0.05,0.0,0.15,0.0,0.1,0.0,0.4,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Hellraiser III: Hell on Earth,0.7,0.2,0.0,0.1,0.0,0.05,0.15,0.05,0.0,0.25,0.05,0.0,0.85,0.95,0.0,0.0,0.95,0.1,0.0,0.2,0.05,0.0,0.0,0.15,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
