movie,action,adventure,animation,art,biography,comedy,crime,dark_comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark comedy,historical drama,romantic comedy,science fiction
Masters of the Universe,0.85,0.7,0.1,0.05,0.0,0.2,0.0,0.15,0.0,0.4,0.5,0.65,0.9,0.95,0.0,0.0,0.05,0.1,0.0,0.1,0.0,0.05,0.0,0.15,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Teeth,0.01,0.01,0.0,0.25,0.0,0.05,0.05,0.15,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
2 Fast 2 Furious,0.98,0.85,0.0,0.01,0.0,0.2,0.9,0.15,0.0,0.5,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.25,0.15,0.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Chaos Walking,0.7,0.65,0.0,0.1,0.0,0.2,0.0,0.15,0.0,0.55,0.15,0.4,0.8,0.95,0.0,0.0,0.1,0.15,0.0,0.25,0.0,0.3,0.0,0.9,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
The Scorpion King,0.95,0.9,0.0,0.1,0.05,0.1,0.1,0.0,0.0,0.2,0.5,0.3,0.8,1.0,0.2,0.0,0.6,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.2,0.0,0.2
The Princess Switch,0.05,0.1,0.0,0.05,0.0,0.75,0.0,0.0,0.0,0.2,0.0,0.9,0.2,1.0,0.05,0.0,0.0,0.1,0.2,0.05,0.0,0.6,0.0,0.0,0.0,0.05,0.0,0.0,0.15,0.05,0.85,0.0
Galaxy Quest,0.7,0.2,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.6,0.0,0.2,0.05,1.0,0.1,0.0,0.0,0.15,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.8,0.0,0.2,0.9
Judgment at Nuremberg,0.05,0.0,0.0,0.15,0.7,0.0,0.1,0.0,0.0,0.95,0.1,0.0,0.0,0.9,0.9,0.98,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0
Hellboy: The Crooked Man,0.9,0.85,0.0,0.05,0.0,0.1,0.15,0.2,0.0,0.6,0.25,0.3,0.95,1.0,0.0,0.0,0.7,0.05,0.0,0.65,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Hairspray,0.05,0.05,0.0,0.1,0.05,0.85,0.0,0.0,0.0,0.7,0.0,0.9,0.0,1.0,0.15,0.0,0.0,0.95,0.98,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.75,0.0
The Sessions,0.0,0.0,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Stir of Echoes,0.05,0.01,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.65,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Collateral Beauty,0.05,0.02,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red State,0.2,0.0,0.0,0.1,0.0,0.3,0.15,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.1,0.0,0.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.1,0.0,0.0
Venom: The Last Dance,0.85,0.2,0.0,0.05,0.0,0.1,0.25,0.0,0.0,0.5,0.05,0.0,0.1,1.0,0.0,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.15,0.0,0.0,0.7
The Peanuts Movie,0.05,0.2,0.95,0.1,0.01,0.8,0.01,0.0,0.0,0.25,0.0,0.9,0.05,0.99,0.01,0.0,0.0,0.15,0.05,0.05,0.0,0.05,0.0,0.0,0.01,0.02,0.0,0.0,0.1,0.0,0.1,0.0
Bend It Like Beckham,0.05,0.1,0.0,0.15,0.0,0.85,0.0,0.0,0.0,0.7,0.0,0.9,0.0,1.0,0.1,0.15,0.0,0.75,0.9,0.0,0.0,0.6,0.8,0.0,0.7,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Hoosiers,0.1,0.05,0.0,0.05,0.2,0.05,0.0,0.0,0.0,0.85,0.1,0.4,0.0,1.0,0.0,0.2,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sleepwalkers,0.1,0.05,0.0,0.2,0.0,0.05,0.4,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.1,0.25,0.05,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0
Colors,0.1,0.05,0.0,0.2,0.15,0.05,0.3,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.1,0.15,0.0,0.1,0.0,0.15,0.05,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Why Did I Get Married?,0.01,0.0,0.0,0.05,0.02,0.8,0.01,0.0,0.0,0.75,0.0,0.1,0.0,0.98,0.0,0.0,0.0,0.05,0.02,0.05,0.0,0.65,0.7,0.0,0.0,0.02,0.0,0.0,0.15,0.0,0.0,0.0
