movie,action,adventure,animation,art,biography,comedy,crime,dark_comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark comedy,historical drama,romantic comedy,science fiction
Mandy,0.95,0.2,0.0,0.7,0.0,0.05,0.1,0.15,0.0,0.8,0.3,0.0,0.25,1.0,0.0,0.0,0.9,0.6,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Rise of the Planet of the Apes,0.95,0.85,0.0,0.1,0.15,0.1,0.05,0.0,0.0,0.8,0.7,0.6,0.2,1.0,0.0,0.0,0.25,0.15,0.0,0.3,0.0,0.05,0.0,0.9,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Casper,0.05,0.25,0.95,0.1,0.0,0.7,0.0,0.0,0.0,0.3,0.0,0.9,0.8,1.0,0.0,0.0,0.1,0.15,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0
Dark Shadows,0.2,0.35,0.0,0.15,0.4,0.5,0.05,0.6,0.0,0.75,0.1,0.25,0.8,0.95,0.55,0.65,0.7,0.1,0.15,0.65,0.05,0.6,0.4,0.05,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
The Other Zoey,0.01,0.01,0.0,0.02,0.01,0.3,0.0,0.0,0.0,0.65,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.15,0.0
Hotel Rwanda,0.05,0.01,0.0,0.15,0.95,0.0,0.05,0.0,0.0,0.9,0.05,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.95,0.0,0.0
Star Wars: Episode VII - The Force Awakens,0.95,0.98,0.0,0.1,0.05,0.15,0.0,0.0,0.0,0.7,0.85,0.9,0.95,1.0,0.0,0.0,0.05,0.75,0.0,0.2,0.0,0.1,0.0,0.99,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Notorious,0.05,0.0,0.0,0.25,0.15,0.0,0.4,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.6,0.4,0.75,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.0
Absolution,0.2,0.05,0.0,0.15,0.0,0.0,0.6,0.05,0.0,0.75,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
The Game Plan,0.1,0.15,0.0,0.0,0.05,0.7,0.0,0.0,0.0,0.4,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.0
Rotting in the Sun,0.05,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Space Jam: A New Legacy,0.65,0.5,0.95,0.1,0.05,0.8,0.05,0.0,0.0,0.2,0.15,0.9,0.7,1.0,0.0,0.0,0.05,0.6,0.55,0.1,0.0,0.05,0.15,0.85,0.75,0.1,0.0,0.0,0.25,0.0,0.0,0.0
The Prize,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.1,0.05,0.0,0.0,0.0,0.99,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Honor Society,0.05,0.01,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Deadpool & Wolverine,0.95,0.7,0.0,0.05,0.1,0.9,0.2,0.0,0.0,0.4,0.1,0.3,0.15,1.0,0.0,0.0,0.2,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.95,0.0,0.2,0.2
In Her Shoes,0.0,0.0,0.0,0.05,0.2,0.4,0.0,0.0,0.0,0.75,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.35,0.0
The Saint,0.85,0.7,0.0,0.05,0.0,0.1,0.6,0.05,0.0,0.4,0.15,0.1,0.0,0.95,0.1,0.1,0.0,0.05,0.0,0.75,0.2,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Stand and Deliver,0.05,0.01,0.0,0.01,0.95,0.05,0.0,0.0,0.0,0.9,0.01,0.1,0.0,0.98,0.2,0.85,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fools Rush In,0.05,0.01,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.7,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.95,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Year One,0.1,0.2,0.0,0.05,0.3,0.05,0.0,0.0,0.0,0.6,0.15,0.1,0.0,1.0,0.9,0.85,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Detroit,0.2,0.0,0.0,0.1,0.95,0.0,0.8,0.0,0.0,0.9,0.0,0.0,0.0,0.95,0.9,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.0
Step Brothers,0.05,0.0,0.0,0.05,0.0,0.95,0.0,0.0,0.0,0.2,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
Target,0.7,0.2,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Sea of Love,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.1,0.15,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Black and Blue,0.65,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Assassin's Creed,0.95,0.85,0.0,0.1,0.2,0.05,0.25,0.0,0.0,0.6,0.4,0.1,0.7,0.95,0.65,0.55,0.0,0.15,0.0,0.5,0.0,0.1,0.0,0.75,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Swingers,0.05,0.0,0.0,0.1,0.0,0.95,0.05,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.7,0.9,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0
