movie,action,adventure,animation,art,biography,comedy,crime,dark_comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark comedy,historical drama,romantic comedy,science fiction
Wall Street,0.05,0.0,0.0,0.1,0.2,0.1,0.7,0.2,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Caligula: The Ultimate Cut,0.2,0.0,0.0,0.75,0.9,0.15,0.5,0.0,0.0,0.95,0.1,0.0,0.0,0.95,0.85,0.0,0.2,0.05,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.25,0.9,0.0,0.0
Blonde,0.0,0.0,0.0,0.2,0.95,0.05,0.05,0.0,0.0,0.9,0.1,0.0,0.0,1.0,0.8,0.9,0.1,0.15,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Monster's Ball,0.05,0.0,0.0,0.2,0.6,0.05,0.0,0.1,0.0,0.95,0.0,0.0,0.0,0.95,0.1,0.6,0.0,0.0,0.0,0.0,0.05,0.25,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Mitchells vs. the Machines,0.6,0.7,0.95,0.4,0.05,0.85,0.0,0.0,0.0,0.6,0.1,0.9,0.2,1.0,0.0,0.0,0.15,0.5,0.2,0.1,0.0,0.1,0.15,0.8,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0
Killing Them Softly,0.7,0.05,0.0,0.15,0.0,0.2,0.95,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.1,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.75,0.0,0.0,0.0
The Menendez Brothers,0.0,0.0,0.0,0.05,0.95,0.0,0.9,0.0,0.9,0.95,0.0,0.0,0.0,0.95,0.8,0.9,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Wag the Dog,0.05,0.01,0.0,0.15,0.02,0.9,0.02,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.05,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.95,0.15,0.1,0.0
Thor: Love and Thunder,0.85,0.9,0.0,0.1,0.05,0.6,0.0,0.0,0.0,0.75,0.8,0.7,0.95,1.0,0.05,0.0,0.05,0.2,0.1,0.15,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.25,0.9
Lethal Weapon 4,0.95,0.2,0.0,0.05,0.0,0.7,0.8,0.0,0.0,0.4,0.05,0.25,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.75,0.0,0.0,0.65,0.0,0.2,0.0
A-X-L,0.7,0.65,0.0,0.1,0.0,0.05,0.2,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
