movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
The Witches,0.1,0.2,0.0,0.15,0.0,0.6,0.0,0.55,0.0,0.4,0.0,0.5,0.7,1.0,0.0,0.0,0.75,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0
Anna Karenina,0.05,0.01,0.0,0.25,0.7,0.05,0.02,0.0,0.0,0.95,0.6,0.0,0.0,0.99,0.8,0.0,0.0,0.1,0.0,0.05,0.0,0.9,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.9,0.0,0.0
Zoolander,0.1,0.05,0.0,0.15,0.0,0.95,0.05,0.8,0.0,0.2,0.0,0.1,0.05,1.0,0.0,0.0,0.0,0.1,0.15,0.05,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Hitchhiker's Guide to the Galaxy,0.2,0.75,0.05,0.1,0.0,0.9,0.0,0.85,0.0,0.25,0.3,0.6,0.95,1.0,0.05,0.0,0.05,0.15,0.1,0.2,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.1,0.98
"Silent Night, Deadly Night",0.2,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.1,0.0,0.0,0.0
The Best Exotic Marigold Hotel,0.01,0.05,0.0,0.1,0.15,0.75,0.02,0.2,0.0,0.8,0.02,0.4,0.0,1.0,0.08,0.2,0.0,0.1,0.1,0.05,0.0,0.6,0.65,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
Scooby-Doo,0.1,0.7,0.95,0.05,0.0,0.8,0.05,0.0,0.0,0.1,0.0,0.9,0.2,0.95,0.0,0.0,0.2,0.05,0.05,0.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.15,0.0,0.0,0.1
Maybe I Do,0.01,0.0,0.0,0.1,0.0,0.35,0.0,0.2,0.0,0.75,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uglies,0.05,0.2,0.0,0.3,0.0,0.4,0.0,0.1,0.0,0.6,0.0,0.7,0.1,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
This Boy's Life,0.05,0.1,0.0,0.2,0.95,0.1,0.05,0.1,0.0,0.9,0.05,0.2,0.0,1.0,0.7,0.8,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Camp X-Ray,0.05,0.0,0.0,0.1,0.5,0.0,0.0,0.0,0.8,0.75,0.0,0.0,0.0,0.8,0.6,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Royal Hotel,0.05,0.0,0.0,0.15,0.0,0.2,0.0,0.1,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Boss Baby: Family Business,0.1,0.35,0.95,0.05,0.0,0.8,0.0,0.2,0.0,0.25,0.0,0.9,0.15,1.0,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.05,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
