movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
The Adventures of Tintin,0.85,0.95,0.9,0.6,0.1,0.7,0.2,0.4,0.0,0.65,0.5,0.92,0.3,0.98,0.45,0.35,0.05,0.55,0.15,0.75,0.0,0.1,0.15,0.1,0.0,0.6,0.15,0.0,0.0,0.0,0.0,0.0
The Mechanic,0.95,0.0,0.0,0.1,0.0,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.05,0.0,0.0,0.0
CODA,0.0,0.0,0.0,0.05,0.05,0.1,0.0,0.05,0.0,0.95,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Penguin Lessons,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Across the Universe,0.01,0.01,0.0,0.65,0.02,0.03,0.0,0.0,0.0,0.75,0.08,0.04,0.0,0.95,0.03,0.02,0.0,0.98,0.99,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Priest,0.85,0.7,0.0,0.1,0.0,0.05,0.15,0.0,0.0,0.6,0.2,0.1,0.55,1.0,0.25,0.0,0.75,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.15,0.0,0.6
Amadeus,0.0,0.0,0.0,0.75,0.95,0.05,0.0,0.0,0.0,0.9,0.2,0.0,0.0,1.0,0.9,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
And Justice for All,0.1,0.0,0.0,0.05,0.15,0.0,0.85,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.1,0.15,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
No Country for Old Men,0.2,0.0,0.0,0.15,0.0,0.0,0.95,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.0,0.0,0.1,0.05,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.7,0.0,0.0,0.0,0.0
Act of Valor,0.95,0.6,0.0,0.05,0.2,0.0,0.0,0.0,0.7,0.15,0.1,0.05,0.0,0.8,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0
Due Justice,0.6,0.05,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
The Brothers Grimsby,0.55,0.2,0.0,0.05,0.0,0.8,0.05,0.75,0.0,0.25,0.0,0.4,0.1,1.0,0.15,0.0,0.0,0.1,0.05,0.1,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.0
Land of the Lost,0.65,0.85,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.2,0.1,0.9,0.75,1.0,0.0,0.0,0.05,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.15,0.0,0.0,0.7
The Money Pit,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.7,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miracle on 34th Street,0.0,0.01,0.0,0.05,0.1,0.3,0.0,0.05,0.0,0.45,0.0,0.95,0.7,1.0,0.05,0.05,0.0,0.05,0.05,0.15,0.0,0.2,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Ron's Gone Wrong,0.05,0.3,0.95,0.1,0.0,0.8,0.0,0.2,0.0,0.35,0.0,0.9,0.1,1.0,0.0,0.0,0.0,0.15,0.1,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Day the Earth Blew Up: A Looney Tunes Movie,0.2,0.3,0.95,0.1,0.0,0.8,0.0,0.6,0.0,0.1,0.05,0.9,0.2,0.98,0.0,0.0,0.15,0.25,0.7,0.05,0.0,0.0,0.05,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Saved!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Dog,0.05,0.25,0.0,0.1,0.05,0.5,0.0,0.1,0.0,0.7,0.0,0.3,0.0,1.0,0.05,0.05,0.0,0.15,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
End of Days,0.95,0.1,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.7,0.1,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Ref,0.05,0.01,0.0,0.15,0.0,0.3,0.1,0.2,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Shang-Chi and the Legend of the Ten Rings,0.95,0.9,0.0,0.1,0.6,0.2,0.7,0.15,0.0,0.8,0.7,0.8,0.9,1.0,0.6,0.6,0.1,0.3,0.0,0.7,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
The Yellow Birds,0.05,0.0,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.8,0.9,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.95,0.0,0.0,0.0,0.0,0.0
Depravity,0.1,0.0,0.0,0.05,0.0,0.0,0.8,0.0,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.6,0.15,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.05,0.0,0.0,0.0
EXmas,0.0,0.0,0.0,0.01,0.0,0.5,0.0,0.0,0.0,0.6,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.1,0.0
Daddy's Home,0.05,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0
Single All the Way,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.2,0.0,0.7,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
Don't Breathe,0.6,0.05,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Luca,0.1,0.85,1.0,0.6,0.0,0.7,0.0,0.2,0.0,0.65,0.05,0.95,0.7,1.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sophie's Choice,0.01,0.0,0.0,0.15,0.3,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0
The Lobster,0.05,0.0,0.0,0.6,0.0,0.4,0.0,0.7,0.0,0.8,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
The Lord of the Rings: The Two Towers,0.95,0.98,0.0,0.2,0.05,0.05,0.05,0.0,0.0,0.8,0.95,0.7,0.99,1.0,0.2,0.0,0.05,0.3,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.15,0.0,0.0
It Ends With Us,0.01,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Lincoln,0.05,0.0,0.0,0.1,0.95,0.0,0.0,0.0,0.0,0.9,0.2,0.0,0.0,0.9,0.98,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Remember the Titans,0.05,0.01,0.0,0.02,0.8,0.15,0.0,0.0,0.0,0.95,0.05,0.7,0.0,1.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.98,0.05,0.0,0.0,0.0,0.95,0.0,0.0
Operation Fortune: Ruse de Guerre,0.95,0.85,0.0,0.1,0.05,0.6,0.2,0.7,0.0,0.75,0.2,0.15,0.05,1.0,0.1,0.0,0.0,0.15,0.0,0.8,0.05,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.15,0.15,0.05
Urban Cowboy,0.15,0.05,0.0,0.1,0.05,0.2,0.0,0.05,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.5,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thrashin',0.7,0.1,0.0,0.05,0.0,0.15,0.2,0.1,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Inferno,0.7,0.65,0.0,0.05,0.1,0.05,0.2,0.0,0.0,0.6,0.25,0.0,0.0,0.95,0.15,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.1,0.0,0.2
Alice Doesn't Live Here Anymore,0.05,0.0,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0
