movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Double Jeopardy,0.75,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
A Beautiful Day in the Neighborhood,0.0,0.0,0.0,0.05,0.7,0.2,0.0,0.05,0.0,0.85,0.0,0.1,0.0,1.0,0.15,0.2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lady Chatterley's Lover,0.0,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.95,0.05,0.0,0.0,0.9,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burn After Reading,0.1,0.05,0.0,0.2,0.0,0.85,0.15,0.9,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.75,0.1,0.0,0.05,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
Riddick,0.95,0.8,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.2,0.1,0.0,0.7,1.0,0.0,0.0,0.2,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.9
Free Willy,0.1,0.6,0.0,0.05,0.0,0.2,0.0,0.05,0.0,0.3,0.0,0.85,0.1,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Matrix Resurrections,0.75,0.4,0.0,0.15,0.05,0.1,0.0,0.0,0.0,0.6,0.2,0.0,0.65,1.0,0.0,0.0,0.05,0.1,0.0,0.45,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.15,0.0,0.0,0.95
The Beach Bum,0.1,0.2,0.0,0.7,0.1,0.6,0.0,0.8,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terminator 2: Judgment Day,0.98,0.95,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.85,0.8,0.7,0.05,1.0,0.0,0.0,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.99
The Money Pit,0.0,0.0,0.0,0.05,0.0,0.95,0.0,0.8,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
