movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Jerry and Marge Go Large,0.05,0.05,0.0,0.05,0.7,0.9,0.1,0.2,0.0,0.65,0.0,0.2,0.0,1.0,0.7,0.75,0.0,0.05,0.1,0.25,0.0,0.15,0.2,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Life,0.1,0.05,0.0,0.05,0.15,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christmas with the Kranks,0.01,0.05,0.0,0.02,0.0,0.95,0.0,0.2,0.0,0.6,0.0,0.8,0.01,0.99,0.0,0.0,0.0,0.1,0.05,0.05,0.0,0.15,0.7,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
Halloween Kills,0.85,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Out of Time,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.0,0.0
Safe Haven,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.7,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Fair Play,0.2,0.0,0.0,0.05,0.1,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.15,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
The Great Gatsby,0.05,0.1,0.0,0.6,0.15,0.05,0.0,0.0,0.0,0.9,0.15,0.0,0.0,0.95,0.1,0.0,0.0,0.2,0.0,0.05,0.0,0.7,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0
The Dreamers,0.05,0.0,0.0,0.6,0.0,0.05,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Toxic Avenger,0.2,0.1,0.0,0.15,0.0,0.85,0.05,0.0,0.0,0.1,0.0,0.15,0.1,1.0,0.0,0.0,0.4,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.05
Lizzie,0.05,0.0,0.0,0.15,0.8,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.7,0.8,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
