movie,action,adventure,animation,art,biography,comedy,crime,dark comedy,documentary,drama,epic,family,fantasy,fiction,history,historical drama,horror,music,musical,mystery,noir,romance,romantic comedy,science fiction,sport,thriller,war,western,dark_comedy,historical_drama,romantic_comedy,science_fiction
Daddy's Home 2,0.05,0.1,0.0,0.0,0.0,0.95,0.0,0.2,0.0,0.2,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foe,0.0,0.01,0.0,0.75,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Migration,0.05,0.15,0.0,0.2,0.1,0.0,0.0,0.0,0.9,0.8,0.05,0.1,0.0,0.95,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0
Cobweb,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Clash of the Titans,0.95,0.9,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.7,0.85,0.6,0.9,1.0,0.2,0.0,0.4,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.3,0.0,0.1
Saint Nick of Bethlehem,0.05,0.1,0.0,0.05,0.15,0.2,0.0,0.1,0.0,0.3,0.0,0.6,0.15,0.95,0.15,0.15,0.0,0.05,0.0,0.05,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
Tangled,0.1,0.75,0.95,0.2,0.05,0.6,0.0,0.15,0.0,0.4,0.1,0.9,0.7,1.0,0.05,0.05,0.0,0.85,0.9,0.1,0.0,0.8,0.6,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
The Cider House Rules,0.01,0.01,0.0,0.35,0.1,0.2,0.01,0.15,0.0,0.95,0.05,0.15,0.01,1.0,0.05,0.2,0.01,0.05,0.01,0.05,0.01,0.6,0.1,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0
Dazed and Confused,0.05,0.05,0.0,0.2,0.0,0.75,0.0,0.6,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deer Crossing,0.05,0.1,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
