movie,action,adventure,animation,art,biography,comedy,crime,dark_comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark comedy,historical drama,romantic comedy,science fiction
Predators,0.95,0.7,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.6,0.2,0.0,0.1,1.0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
All of You,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wild Things,0.05,0.0,0.0,0.25,0.0,0.15,0.1,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0
The Forgiven,0.2,0.0,0.0,0.15,0.05,0.0,0.7,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.05,0.0,0.2,0.1,0.05,0.0,0.0,0.0,0.15,0.0,0.95,0.0,0.65,0.0,0.0
The Hate U Give,0.1,0.0,0.0,0.05,0.15,0.05,0.2,0.0,0.0,0.85,0.0,0.05,0.0,1.0,0.1,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0
Next Goal Wins,0.05,0.0,0.0,0.0,0.75,0.1,0.0,0.0,0.95,0.85,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Wrong Turn,0.7,0.4,0.0,0.05,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.95,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Exit to Eden,0.05,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armor,0.25,0.05,0.0,0.1,0.4,0.0,0.05,0.0,0.0,0.7,0.0,0.0,0.0,0.95,0.6,0.75,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Southbound,0.2,0.15,0.0,0.05,0.0,0.1,0.15,0.25,0.0,0.6,0.0,0.05,0.0,1.0,0.05,0.05,0.0,0.05,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
The Way of the Gun,0.95,0.05,0.0,0.05,0.0,0.1,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.2,0.0,0.0,0.0
The Woman in Black,0.05,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.15,0.95,0.05,0.05,0.8,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Creature from the Black Lagoon,0.2,0.6,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,1.0,0.05,0.05,0.8,0.1,0.0,0.2,0.0,0.0,0.0,0.9,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
