movie,action,adventure,animation,art,biography,comedy,crime,dark_comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark comedy,historical drama,romantic comedy,science fiction
End of Watch,0.95,0.2,0.0,0.05,0.0,0.1,0.7,0.15,0.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0
Alvin and the Chipmunks,0.1,0.2,0.95,0.05,0.0,0.8,0.0,0.0,0.0,0.1,0.0,0.9,0.1,0.9,0.0,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
The Lost World: Jurassic Park,0.95,0.92,0.0,0.05,0.0,0.08,0.0,0.0,0.0,0.7,0.85,0.75,0.6,1.0,0.0,0.0,0.8,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.98
Seven Psychopaths,0.2,0.0,0.0,0.15,0.0,0.9,0.7,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.95,0.0,0.0,0.0
"Definitely, Maybe",0.05,0.0,0.0,0.05,0.1,0.7,0.0,0.0,0.0,0.85,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0
The Kid Who Would Be King,0.7,0.95,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.55,0.05,0.9,0.8,1.0,0.0,0.0,0.0,0.15,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.2,0.0,0.0,0.0
Star Wars: Episode V - The Empire Strikes Back,0.95,0.98,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.9,0.95,0.8,0.9,1.0,0.0,0.0,0.05,0.75,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.85,0.1,0.0,0.0,0.0,0.0,0.0
Platoon,0.95,0.05,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.9,0.7,0.0,0.0,1.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.99,0.0,0.0,0.9,0.0,0.0
The Thing from Another World,0.2,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.95,0.0,0.0,0.85,0.05,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9
The Best Man,0.05,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.7,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9,0.0
