movie,action,adventure,animation,art,biography,comedy,crime,dark_comedy,documentary,drama,epic,family,fantasy,fiction,history,historical_drama,horror,music,musical,mystery,noir,romance,romantic_comedy,science_fiction,sport,thriller,war,western,dark comedy,historical drama,romantic comedy,science fiction
Star Trek Into Darkness,0.95,0.9,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Mother of the Bride,0.0,0.0,0.0,0.05,0.0,0.85,0.0,0.0,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.7,0.0
The 40-Year-Old Virgin,0.05,0.0,0.0,0.1,0.0,0.95,0.0,0.0,0.0,0.6,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.9,0.0
Frailty,0.2,0.15,0.0,0.25,0.05,0.0,0.1,0.0,0.0,0.7,0.1,0.0,0.3,1.0,0.1,0.1,0.6,0.0,0.0,0.6,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
"I Love You, Man",0.0,0.0,0.0,0.01,0.0,0.95,0.0,0.0,0.0,0.2,0.0,0.05,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.9,0.0
"Good Morning, Vietnam",0.1,0.0,0.0,0.15,0.4,0.85,0.0,0.0,0.0,0.75,0.0,0.1,0.0,1.0,0.2,0.0,0.0,0.25,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.7,0.45,0.2,0.0
The Warriors,0.95,0.7,0.0,0.2,0.05,0.1,0.9,0.15,0.0,0.85,0.25,0.0,0.0,1.0,0.0,0.05,0.0,0.1,0.0,0.15,0.1,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
The Two Popes,0.01,0.01,0.0,0.05,0.95,0.05,0.0,0.0,0.0,0.9,0.05,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
The Thing,0.6,0.55,0.0,0.15,0.0,0.0,0.05,0.0,0.0,0.7,0.2,0.0,0.0,1.0,0.0,0.0,0.95,0.05,0.0,0.85,0.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Unfriended,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
The Collector,0.0,0.0,0.0,0.15,0.0,0.0,0.8,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Blue Jasmine,0.0,0.0,0.0,0.2,0.4,0.7,0.05,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.05,0.0,0.0,0.8,0.4,0.1,0.0
Funny Girl,0.01,0.01,0.0,0.05,0.7,0.6,0.0,0.0,0.0,0.8,0.05,0.1,0.0,1.0,0.1,0.0,0.0,0.95,0.98,0.02,0.0,0.45,0.0,0.0,0.0,0.01,0.0,0.0,0.1,0.55,0.4,0.0
Seven Brides for Seven Brothers,0.25,0.1,0.0,0.05,0.0,0.8,0.0,0.0,0.0,0.6,0.05,0.75,0.05,1.0,0.05,0.0,0.0,0.1,0.4,0.05,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.7,0.0
The Dictator,0.1,0.05,0.0,0.15,0.05,0.85,0.0,0.0,0.0,0.2,0.0,0.05,0.0,1.0,0.1,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.9,0.0,0.0,0.0
Late Bloomers,0.0,0.0,0.0,0.05,0.0,0.7,0.0,0.1,0.0,0.85,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bugsy Malone,0.2,0.15,0.0,0.4,0.0,0.95,0.05,0.0,0.0,0.2,0.0,0.7,0.2,1.0,0.0,0.0,0.0,0.9,0.95,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0
Identity Thief,0.2,0.05,0.0,0.05,0.1,0.7,0.3,0.0,0.0,0.4,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.5,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.65,0.0,0.0,0.0
The Jacket,0.25,0.05,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Capote,0.05,0.0,0.0,0.2,0.95,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0
Proud Mary,0.85,0.7,0.0,0.05,0.0,0.1,0.75,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.15,0.0,0.0,0.0,0.65,0.0,0.0,0.05,0.0,0.0,0.0
The Incredible Hulk,0.95,0.6,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0
Mass,0.2,0.05,0.0,0.05,0.1,0.0,0.6,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.15,0.0,0.0
A Single Man,0.01,0.01,0.0,0.25,0.05,0.02,0.01,0.0,0.0,0.95,0.01,0.0,0.0,1.0,0.01,0.0,0.0,0.05,0.0,0.05,0.01,0.2,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.01,0.0,0.0
Johnny English Reborn,0.85,0.7,0.0,0.05,0.0,0.9,0.1,0.0,0.0,0.2,0.0,0.6,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.8,0.0,0.1,0.0
Hamburger Hill,0.95,0.1,0.0,0.15,0.7,0.05,0.0,0.0,0.0,0.9,0.2,0.0,0.0,1.0,0.9,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.98,0.0,0.0,0.0,0.0,0.0
Those Who Wish Me Dead,0.75,0.6,0.0,0.05,0.0,0.1,0.2,0.15,0.0,0.85,0.1,0.2,0.0,0.95,0.0,0.0,0.1,0.05,0.0,0.6,0.0,0.05,0.0,0.0,0.0,0.7,0.15,0.0,0.0,0.0,0.0,0.0
The Evil Dead,0.2,0.05,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.25,0.0,0.0,0.1,1.0,0.0,0.0,0.9,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.1,0.0,0.0,0.0
Frozen II,0.1,0.95,1.0,0.2,0.05,0.15,0.0,0.0,0.0,0.7,0.6,0.9,0.85,1.0,0.1,0.1,0.0,0.9,0.95,0.25,0.0,0.2,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0
Clerks,0.05,0.0,0.0,0.2,0.0,0.95,0.1,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0.0
Force of Nature: The Dry 2,0.2,0.15,0.0,0.05,0.1,0.0,0.3,0.0,0.0,0.7,0.05,0.0,0.0,0.95,0.2,0.25,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Karate Kid: Legends,0.85,0.6,0.0,0.05,0.1,0.15,0.0,0.0,0.0,0.7,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Strange Darling,0.05,0.01,0.0,0.1,0.0,0.15,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0
Daredevil,0.95,0.7,0.0,0.1,0.05,0.15,0.9,0.1,0.0,0.85,0.05,0.0,0.0,1.0,0.05,0.05,0.1,0.1,0.0,0.8,0.6,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
Cruella,0.2,0.15,0.0,0.4,0.25,0.6,0.7,0.0,0.0,0.65,0.05,0.0,0.1,1.0,0.2,0.0,0.1,0.3,0.2,0.45,0.15,0.05,0.0,0.0,0.0,0.5,0.0,0.0,0.75,0.25,0.1,0.0
Blonde,0.05,0.0,0.0,0.2,0.95,0.0,0.05,0.0,0.0,0.9,0.05,0.0,0.0,1.0,0.9,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,0.0
The Master,0.1,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hours,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0
The Santa Clause 3: The Escape Clause,0.2,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.95,0.7,1.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0
